employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
emp-8852,KH. Prasetyo Anggraini,0000-00-00,7/10/2023,Laki-laki,27.18,SMA/SMK,Menikah,4,Design,Junior Developer,1.97,Corporate,> 1000 orang,tidak mau menyebutkan,Ya,Fleksibel,8.45,,4.16,1,Sangat Ringan,3,4.83,,22:00-23:00,1.2,0.61,15.44,-8.31,2,Tidak,Jarang Makan,7.3,7.09,6.89,7.92,5.62,3.9,,3.78,2.82,,Kelelahan Fisik,Pernah Depresi,Tidak Tahu Ada,1,Cukup Aman,Ya,Sangat Buruk,  ,1
emp-18554,Kunthara Nababan,26-Mar-20,14-09-2018,L,24.41,S1,Duda/Janda,4,IT,,9.06,Startup,201-500 orang,> 30 juta,Ya,Pagi,11.1,0.54,35.51,7,Sedang,0,4.74,,21:00-22:00,1.15,3.32,39.5,9.76,3,tidak,Sehat,5.15,,2,6.57,5,4.91,6.45,,7.26,4.82,nyeri punggung,Tidak,Belum Pernah,6.92,Sangat Khawatir,Tidak Ada,buruk,,0.84
7850,"Taswir Mustofa, S.H.",7/10/2024,6/27/2022,Perempuan,22.57,S2,single,2,-,Project Manager,1,Corporate,10-50 orang,3-5 juta,hybrid,malam,11.82,0.11,5.83,3,sangat berat,5,5.89,5.67,22:00-23:00,0.42,1.8,27.75,8.88,6,Tidak,Cukup,8.38,6.07,6.87,9.11,,2.85,5.49,,6.51,5.36,Tidak Ada,Depresi,Tidak,6.04,Netral,Ada dan Efektif,buruk,kerja terlalu banyak,0.83
23404,"Tgk. Bahuwarna Nasyiah, S.Sos",,12/30/2024,Perempuan,24.04,SMA/SMK,Belum Menikah,0,Procurement,Junior Developer,4.53,swasta,10-50 orang,5jt-8jt,Ya,Rotasi,8.94,0.33,5.45,6,sangat berat,3,6.62,8.15,tidak tentu,0.78,0.68,67.9,7.37,1,Kadang,Baik,10,8.79,5.55,6.65,7.8,6.46,,5.83,2.34,3.39,,,Ya,4.99,Sangat Aman,Tidak Ada,cukup baik,tidak mau menjawab,0.85
EMP19957,Ophelia Saptono,3/3/2019,20-03-2025,L,34.41,S1,Menikah,2,Engineering,Akuntan,0.1,Corporate,> 1000 orang,8-12 juta,NO,Siang,11.3,5.84,5.76,3,Sangat Ringan,2,5.37,N/A,22:00-23:00,0.49,4.33,11.93,7.32,4,Kadang,Baik,5.99,7.74,5.09,6.76,2.77,,4.18,9.2,5.97,7.53,Pusing,kecemasan,Tidak,2.23,Sangat Tidak Aman,Tidak Ada,Buruk,takut kehilangan pekerjaan,0.8
ID16279,"Dian Najmudin, S.E.",0000-00-00,8/4/2024,Pria,32.26,S2,Belum Menikah,1,,Backend Developer,,Startup,51-200 orang,tidak mau menyebutkan,Tidak,rotasi,86.53,0.16,3.61,3,Normal,1,,47.27,bervariasi,,0.89,,8.62,,Tidak,Baik,111.27,5.68,8.14,5.72,1.56,7.13,5.64,3.25,-6.53,8.59,Mata Lelah,Pernah Depresi,Tidak,2.84,Cukup Aman,Tidak,Bad,anxiety tinggi,1.37
kry_9080,"Luwes Susanti, M.Pd",19-Nov-19,8/10/2024,Perempuan,31.33,S1,Belum Menikah,3,HR,HR Specialist,7.84,Korporat,< 10 orang,-,,Malam,7.21,0.77,6.23,2,Berat,,6.51,6.63,tidak tentu,,2.54,48.48,10.93,3,Kadang,Sedang,9.46,2.26,4.61,3.85,tidak tahu,4.88,4.82,10,3.69,4.33,insomnia,Tidak Ada,Tidak,1.28,,Ada,Cukup,burnout parah,0.31
KRY24165,Sutan Hasim Mardhiyah,,10/25/2024,Perempuan,41.88,SMA,Menikah,0,Tech,Backend Developer,0.95,NGO,501-1000 orang,5-8jt,Tidak,Rotasi,11.26,1.55,4.71,4,Sedang,4,78.13,6.74,11 malam,1.23,2.68,20.13,6.66,2,Ya,Baik,7.31,7.45,4.31,9.64,8.03,3.86,6.14,6.53,6.13,9.12,Mual,Pernah Depresi,Ya,,Khawatir,Ada,cukup baik,merasa tertekan,0.58
kry_2858,Bakiono Sirait,0000-00-00,11/5/2025,Laki-laki,27.39,S1,Menikah,1,Engineering,Junior Developer,3.33,Startup,> 1000 orang,5-8 juta,Tidak,Pagi,,0.09,6.63,3,Sedang,3,,8.88,01:00-02:00,0.75,,,6.62,2,tidak,tidak teratur,2.89,2.56,3.49,2.69,5.35,5.11,35.57,,6.01,8.3,Nyeri Punggung,Tidak Ada,Tidak,6.99,Sangat Aman,Ya,Cukup Baik,kurang tidur terus,0.6
EMP18368,Tina Mustofa,0000-00-00,3/8/2022,P,36.55,SMA/SMK,belum menikah,2,-,Software Engineer,0.3,Corporate,10-50 orang,,Kadang,Shifting,10.17,1.63,,3,Berat,2,7.05,3.69,Tidak Tentu,0.42,2.8,19.82,8.24,-1,Tidak,Sangat Buruk,4.98,8.94,3.87,3.99,4.59,5.1,47.08,,8.61,2.6,tidak mau menyebutkan,depresi,Tidak,3.81,Khawatir,Ada,Cukup,sering sakit kepala,0.63
EMP14136,"Tgk. Ira Hidayat, M.TI.",4/6/2022,11/30/2024,PEREMPUAN,33.84,SMA/SMK,Menikah,1,IT,Staff,,Corporate,51-200 orang,3-5 juta,Hybrid,Fleksibel,8.5,1.26,5.48,4,Normal,3,4.06,,> 02:00,0.64,1.06,46.03,5.99,4,Tidak,Baik,9.07,7.08,5.79,4.04,5.8,3.1,6.77,4,3.77,,Mata Lelah,Kecemasan,Ya,2.55,Sangat Aman,ada,Sangat Buruk,tidak ada keluhan,0.31
E12152,"Timbul Ardianto, S.Ked",,13/08/2025,laki,18,D3,single,,IT,Digital Marketing,0.1,Startup,501-1000 orang,5-8 juta,Ya,Pagi,6.62,2.31,5.61,1,Normal,4,4.2,4.02,23:00-00:00,0.78,,45.98,7.89,3,Tidak,Sehat,7.98,4.32,4.14,5.04,5.49,4.64,3.43,4.23,9,7.46,Jantung Berdebar,Kecemasan,Tidak,5.14,Sangat Aman,Tidak Ada,Cukup Baik,overwhelmed,0.85
EMP25768,"Murti Namaga, S.Kom",17-Jun-21,14/01/2019,Perempuan,24.56,,Divorced,0,ENGINEERING,Sales Executive,0.93,Corporate,Mikro,5-8 juta,Tidak,Pagi,15.08,2.72,5.64,5,Berat,6,unknown,6.15,12 malam,1.06,2.01,32.33,107.97,1,Ya,Teratur,,3.88,1,2.59,4.45,29.03,8.15,4.98,7.61,2.29,Tidak Ada,Tidak,Online Konseling,3.14,Netral,Ada,Sangat Buruk,fine aja,0.66
emp-3126,Dr. Ega Mansur,27-Jul-23,8/12/2022,P,,d3,Cerai,2,HR,HR Manager,0.25,WFH,51-200,8-12 juta,Tidak,Pagi,9.4,0.33,6.33,5,Sedang,3,5.69,3.34,23:00-00:00,0.98,0.27,18.88,5.78,,,Sangat Buruk,7.36,17.07,3.66,3.86,4.18,1.89,6.41,,,4.17,Kelelahan Fisik,Tidak Tahu,Tidak,,Cukup Aman,Kurang Tahu,Cukup Baik,tim tidak supportif,1
E23349,Hari Saptono,10/11/2024,2-Jan-23,Perempuan,31.91,D3,belum menikah,0,sales,UI/UX Designer,0.79,Remote,201-500 orang,5-8 juta,Hybrid,Pagi,7.99,2.67,5.04,?,Normal,4,4.82,,00:00-01:00,,,214.94,9.46,5,Tidak,Buruk,8.38,4.09,-6.41,5.73,5.37,,6.91,1.18,8.43,1,Pusing,Pernah Depresi,Belum Pernah,4.58,aman,Tidak Ada,Good,stress bgt tp masih oke,0.52
emp-16192,Maria Budiyanto,27-Jun-19,23/02/2025,Perempuan,24.91,S2,Menikah,0,Finance,,1.17,Startup,Mikro,12-20 juta,Tidak,Siang,9.24,3.23,3.89,5,Sedang,4,33.41,7.1,00:00-01:00,0.84,0.98,60.28,5.96,4,Tidak,Sehat,8.87,1.05,3.71,7.17,4.91,4.67,5.55,4.75,47.22,,mata lelah,tidak ada,Tidak Mampu Biaya,3.7,Sangat Aman,Ada,Cukup Baik,gaji tidak cukup,0.52
ID16060,Langgeng Siregar,3/20/2020,6/17/2024,Wanita,34.74,S1,Menikah,2,operasional,Graphic Designer,12.61,PMA,51-200 orang,,Ya,Pagi,11.15,3.89,5.52,6,Heavy,3,5.04,5,tidak tentu,0.92,2.33,49.09,9.74,2,Tidak,Sedang,5.56,7.32,7.06,5.02,2.18,4.93,8.74,5.33,9.52,5.32,Tidak Ada,Tidak Tahu,Tidak,,Sangat Aman,Ada,Baik,tidak bisa tidur,0.51
KRY09887,Anggabaya Simbolon,20/04/2022,3-Jan-19,laki-laki,30.36,S1,Menikah,0,Sales,Scrum Master,3.19,Startup,51-200 orang,3-5 juta,Ya,Fleksibel,10.53,-,4.8,3,Sedang,5,6.98,7.68,22:00-23:00,,7.61,33.48,6.92,2,Sosial,Cukup,4.48,6.18,4.58,6.06,6.91,4.14,8.51,5.6,8.51,6.37,Tidak Ada,PTSD,Ya,3.75,Sangat Khawatir,Tidak Ada,Baik,N/A,0.62
EMP00973,Kawaya Sudiati,10/25/2020,3/7/2021,Laki-laki,34.88,S2,Married,,ENGINEERING,Junior Developer,3.9,Startup,10-50 orang,5-8 juta,Tidak,Pagi,15.27,1.42,4.9,?,Ringan,2,7.78,3.19,22:00-23:00,0.34,4.62,,10.83,3,no,,7.52,6.88,1,6.99,6.89,,,8.45,?,6.29,Tidak Ada,Tidak Tahu,Belum Pernah,2.94,Tidak Aman,tidak ada,Parah,Sering Merasa Lelah,0.7
E27082,Warsita Sihotang,,3/29/2019,P,29.83,S1,Single,0,Sales,Data Scientist,3.26,BUMN,201-500 orang,12-20jt,Ya,Flexible,4,8,5.08,1,Sedang,1,7.78,5.73,00:00-01:00,0.26,2.19,,12.93,,Ya,Jarang Makan,8.8,3.59,,,7.01,7.92,4.24,,7.31,7.52,,Burnout Sebelumnya,Tidak,3.81,Aman,Tidak Tahu,Sangat Buruk,anxiety tinggi,0.61
EMP25589,Bakijan Simanjuntak,,3/8/2025,Laki-laki,33.68,SMA/SMK,MENIKAH,0,CS,Finance Analyst,2.19,Startup,Kecil,8-12 juta,Tidak,pagi,8.93,3.25,5.38,2,Sedang,2,3.65,5.55,23:00-00:00,0.75,4.16,42.92,,3,Tidak,Cukup,5.08,25,6.31,5.47,5.49,2,7.72,-1.39,,5.08,Tidak Ada,Tidak Ada,Tidak Tahu Ada,4.88,Aman,Tidak Ada,cukup baik,fine aja,0.37
EMP13778,,7/2/2022,4-Oct-19,LAKI-LAKI,39.8,D3,Belum Menikah,3,marketing,Customer Service,7.02,Corporate,10-50 orang,8-12 juta,Tidak,Flexible,12.61,2.25,4.21,n/a,Normal,2,9.37,4.94,23:00-00:00,0.45,1.29,,8.17,2,Tidak,Baik,6.42,6.18,,1,5.1,7.09,4.03,3.3,5.06,1.28,Mata Perih,Tidak Ada,Tidak,6.58,Tidak Aman,Tidak Ada,,n/a,0.49
12548,dr. Mutia Anggraini,,1/31/2026,laki-laki,37.01,S3,Menikah,2,-,Scrum Master,11.15,Startup,501-1000 orang,< 3 juta,Ya,Pagi,10.41,0.07,-,2,Sangat Ringan,2,4.47,2.87,21:00-22:00,0.69,1.97,,6.38,2,No,Buruk,33.58,10,4.25,tidak tahu,8.45,6.16,5.79,2.53,3.24,3.69,Pusing,Tidak Ada,Tidak,5.16,,Tidak Tahu,Baik,sering sakit kepala,
EMP14023,"R. Irma Budiman, S.T.",29-04-2025,3/2/2026,Perempuan,27.16,SMA/SMK,Belum Menikah,1,Sales,Junior Developer,1.69,startup,> 1000 orang,5-8 juta,Tergantung,Fleksibel,9.95,1.17,5.44,,-,16.46,6.64,4.93,10 malam,?,0.02,71.58,8.93,2,Tidak,Teratur,8.95,6.49,9.74,-,3.21,6.15,9.19,7.15,7.14,6.56,Kelelahan Fisik,Tidak Ada,Ya,7.16,Netral,Ada tapi Jarang Dipakai,,stress bgt tp masih oke,0.14
23971,R. Dimas Damanik,,12/29/2024,Laki-laki,24.86,S1,Cerai,0,-,HR Manager,0.33,Corporate,>1000,12-20jt,Hybrid,Rotasi,,1.8,5.07,2,Berat,,5.02,6.06,22:00-23:00,0.62,0.45,24.85,7.24,3,kadang,Teratur,3.82,4.93,4.14,2.96,2.08,?,6.19,4.73,6.77,3.88,Nyeri Punggung,Pernah Depresi,Belum Pernah,1,Sangat Aman,,okay,baik-baik saja,0.67
emp-24091,Ir. Amalia Salahudin,12/13/2024,14-04-2022,pr,33.75,Sarjana,Menikah,,Human Resources,Intern,,STARTUP,201-500 orang,8-12 juta,Hybrid,rotasi,12.17,0.21,3.11,3,Sangat Ringan,5,7.65,4.73,,0.74,2,56.52,14.51,3,Tidak,Sering Skip Makan,5.4,7.69,2.17,8.47,6.83,4.71,9.39,8.19,,9.93,Sakit Kepala,Tidak Ada,Tidak,2.94,tidak tahu,Tidak,OK,kadang2 stress,0.79
ID9141,Lutfan Irawan,11/16/2022,12/20/2018,Laki-laki,19.28,S1,Menikah,1,hr,Operations Staff,-,Startup,201-500 orang,20-30 juta,,Pagi,9.46,,5.06,3,Heavy,1,,4.46,,,0.43,16.49,10.63,4,Tidak,Teratur,9.47,5.83,4.11,2.48,7.33,5.86,9.01,4.16,9.1,6.52,nyeri punggung,burnout,Belum Pernah,5.69,Aman,Ada tapi Tidak Efektif,Buruk,,0.72
emp-24174,"T. Yoga Sihombing, S.Psi",0000-00-00,3/11/2025,P,29.05,S2,Belum Menikah,2,HR,Scrum Master,1.06,Corporate,51-200 orang,3-5 juta,Ya,Night Shift,4.21,0.25,5.04,4,Tinggi,8.33,5.91,7.51,01:00-02:00,unknown,0.83,0,-9.67,4,Tidak,Sangat Buruk,5.78,4.62,1,8.36,4.17,6.4,5.73,8.07,8.97,3.93,Mata Lelah,Tidak,Tidak,6.81,Cukup Aman,Tidak Ada,Baik,tidak ada work life balance,0.87
EMP04536,"Caraka Puspita, S.I.Kom",28-Oct-22,25-Feb-23,Perempuan,24.54,S2,Single,1,Teknik,Software Engineer,1.73,bumn,51-200 orang,3jt-5jt,Nope,Siang,7.73,1.39,5.64,1,,4,6.23,7.21,bervariasi,0.58,0.75,23.52,10.22,0,Tidak,Sangat Buruk,4.16,5.32,4.61,8.57,4.79,2.39,6.31,8.06,7.01,7.38,Tidak Ada,Tidak Ada,Ya,1,Cukup Aman,Tidak Ada,OK,mood swing,0.74
EMP22984,"Tiara Rajasa, M.Farm",13-Jan-21,8/29/2024,,31.07,S2,Menikah,,Finance,Scrum Master,,Freelance,51-200 orang,20-30 juta,Ya,Pagi,-9.56,2.5,,31.25,Berat,0,6.51,7.73,> 02:00,0.22,0.15,56.89,9.11,4,Tidak,Sering Skip Makan,4.9,,7.96,-9.4,7.56,,5.52,10,4.86,?,tidak ada,Pernah Depresi,Ya,4.88,Tidak Aman,Tidak Ada,Buruk,N/A,0.71
emp-8151,"Tgk. Novi Nasyiah, S.Sos",,5/15/2023,laki,35.25,D3,single,3,Product,Staff,4.71,Freelance,201-500 orang,12-20 juta,Ya,Pagi,9.44,,5.81,9,Sedang,1,3.92,4.12,21:00-22:00,0,,0,9.32,unknown,Tidak,Cukup,3.66,3.5,4.83,6.22,1,5.57,4.65,1.52,3.26,4.21,cape banget,Anxiety,Tidak Tahu Ada,5.21,Khawatir,tidak ada,Tidak Baik,  ,0.53
kry_22564,Puti Ika Siregar,8/12/2023,9/28/2020,perempuan,27.51,S2,Belum Menikah,1,IT,Data Analyst,0.26,corporate,501-1000 orang,3-5 juta,Hybrid,tidak tahu,7.9,1.29,5.76,3,Berat,N/A,21.65,4.47,Tidak Tentu,1,0.42,31.16,5.08,,Ya,,,3.85,2.68,5.87,7.25,2.24,4.65,5.94,6.17,4.06,Sakit Kepala,,Tidak Tahu Ada,2.14,Cukup Aman,,Baik,stress karena deadline,1
EMP00035,"Gaiman Nurdiyanti, M.Pd",4/3/2021,25-Apr-24,pr,34.76,D3,Belum Menikah,1,hr,Business Development,1.07,Startup,201-500 orang,8-12 juta,Ya,Pagi,9.74,0.06,5.37,5,Sedang,4,7.77,8.1,23:00-00:00,0.08,,,8.55,3,No,Buruk,6.5,4.3,3.78,7.84,6.41,6.04,,8.38,2.87,7.6,Tidak Ada,Tidak Tahu,Ya,1.92,Netral,Tidak,Buruk,susah fokus kerja,0.52
EMP27770,"dr. Bagya Hastuti, S.Gz",16-Feb-24,29-Oct-25,Perempuan,32.07,S1,Menikah,2,Pemasaran,Digital Marketing,3.38,Startup,<10,5-8 juta,WFH & WFO,Fleksibel,9.35,,5.13,4,Medium,3,4.36,5.44,tidak tentu,0.59,,36.71,4.96,,Tidak,Teratur,5.64,8.37,2.86,7.91,2.45,3.05,6.89,8.29,6.6,3.43,Tidak,Depresi,Belum Pernah,6.24,Sangat Tidak Aman,Tidak Tahu,Buruk,N/A,0.69
EMP03616,Padmi Najmudin,23-05-2018,5/21/2020,PEREMPUAN,34.14,D3,,9.38,CS,UI/UX Designer,2.86,Startup,,5-8 juta,Tidak,Shifting,10.49,0.81,5.81,4,Ringan,3,7.5,,> 02:00,1.3,17.74,24.76,-9.81,4,No,Cukup,5.31,8.57,1,3.13,6.65,3.37,7.5,5.39,,6.94,sakit kepala,Tidak Pernah Didiagnosis,Ya,,Aman,Kurang Tahu,Baik,burnout parah,
EMP21234,Gaman Halim,21-Sep-18,11/27/2025,Perempuan,31.95,S2,Cerai,0,sales,Frontend Developer,0.42,Corporate,> 1000 orang,5-8 juta,Campuran,Rotasi,10.97,,3.59,4,Ringan,,7.19,5.5,23:00-00:00,1.01,5.7,30.3,9.73,2,No,Baik,,3.07,4.49,6.81,3.83,3.89,3.34,7.94,8.32,3.43,Tidak Ada,Tidak Ada,Ya,6.38,Aman,Ada tapi Tidak Efektif,OK,tidak semangat kerja,0.64
ID7108,"Ir. Yunita Samosir, S.IP",0000-00-00,6-Sep-23,Perempuan,34.24,S2,belum menikah,0,IT,Product Manager,0.1,Startup,51-200 orang,5-8 juta,ya,08:00-17:00,4.97,1.3,26.93,2,Sangat Berat,2,4.36,3.5,12 malam,0.45,,49.09,6.78,2,ya,Buruk,6.2,4.79,6.57,4.89,3.28,4.6,-3.77,5.98,5.48,8.16,Jantung Berdebar,Tidak Ada,Tidak,1.55,Netral,Ada tapi Tidak Efektif,buruk,overwhelmed,0.99
emp-7392,Dt. Raden Anggraini,3/29/2022,28-Oct-25,male,23.95,S1,Belum Menikah,0,Customer Service,Supervisor,,Swasta,> 1000 orang,,Hybrid,Pagi,12.2,0.6,,4,Sangat Berat,4,6.24,7.42,21:00-22:00,1.09,0.12,35.84,10.69,0,Kadang,Sangat Buruk,7.74,6.51,6.05,4.2,3.34,,3.43,5.11,3.18,,Nyeri Punggung,tidak mau menyebutkan,tidak,5.38,Sangat Aman,Ada tapi Jarang Dipakai,Baik,merasa tertekan,0.27
E21454,Qori Wibisono,4/25/2025,19/04/2025,Perempuan,28.29,S1,Menikah,1,Marketing,Backend Developer,5.56,Startup,51-200 orang,5-8 juta,no,Fleksibel,14.93,2.1,5.07,1,Sangat Berat,5,6.18,4.75,23:00-00:00,0.74,2.37,27.55,9.54,,Tidak,-,9.3,4.82,1.98,9.15,5.04,7.15,5.69,7.38,5.52,tidak tahu,tidak ada,Burnout Sebelumnya,Belum Pernah,6.44,Aman,Tidak Ada,Cukup,susah fokus kerja,0.52
EMP29476,Jumadi Wibisono,,18-Mar-25,Wanita,31.06,SMA/SMK,Menikah,0,Finance,Scrum Master,,BUMN,501-1000,5-8 juta,YES,Pagi,,,5.88,3,Sedang,2,7.92,4.02,22:00-23:00,0.51,0.33,47.84,6.83,1,Tidak,Sedang,6.81,,4.06,-7.35,7.16,9.59,7.06,,5.16,2.73,Sakit Kepala,Tidak Ada,Tidak,5.04,Sangat Aman,Tidak Ada,Cukup,mood swing,0.4
EMP14171,Oni Napitupulu,14-Jun-20,28-02-2022,Laki-laki,42.53,S1,Belum Menikah,2,Research,Product Manager,0.1,Remote,> 1000 orang,5-8 juta,Ya,Pagi,10.01,0.11,5.22,4,Berat,tidak tahu,5.16,9.37,12 malam,0.78,3.18,46.32,11.73,4,Ya,Buruk,8.3,6.57,,3.05,4.29,4.24,9.83,7.6,5.78,4.66,Tidak Ada,Pernah Depresi,Tidak,3.95,Aman,Tidak Tahu,Baik,merasa tidak dihargai,1
KRY25566,"Zalindra Setiawan, M.Pd",,12-Aug-25,Laki-laki,27.46,Sarjana,menikah,0,IT,Product Manager,1.65,Corporate,201-500 orang,5-8 juta,Hybrid,Siang,8.3,0.4,4.08,5,Berat,3,5.32,3.33,23:00-00:00,2.26,3.8,15.88,,2,Kadang,Sehat,7.91,9.44,5.17,4.66,2.07,5.33,6.12,5.91,7.2,5.67,Insomnia,Tidak Ada,Ya,3.49,aman,Tidak Tahu,cukup,n/a,0.78
ID24074,Drs. Ana Kusumo,12/9/2023,25-02-2019,?,29.37,D3,Belum Menikah,2,Engineering,Data Analyst,2.89,Korporat,> 1000 orang,3-5jt,Ya,Siang,,0.27,4.85,3,Heavy,2,4.21,-5.97,jam 10,0.23,2.16,43.98,8.38,1,kadang,Buruk,6.67,3.07,3.9,6.76,7.67,4.29,5.39,3.04,6.43,5.44,susah tidur,Pernah Depresi,Pernah,6.24,cukup aman,Ada,Buruk,n/a,0.33
EMP20945,dr. Pangestu Wijayanti,1-Dec-19,9-Feb-24,perempuan,19.61,s1,Belum Menikah,0,Procurement,HR Manager,0.82,startup,501-1000 orang,8-12 juta,Tidak,Siang,,4.58,4.42,4,Sangat Ringan,3,6.01,1,12 malam,,0.4,78.31,6.26,6,Kadang,Buruk,7.43,7.82,4.96,-2.29,7.56,35.71,4.37,,7.32,2.72,Mual,burnout,Ya,2.21,Netral,Tidak Ada,Buruk,tim tidak supportif,1
kry_122,Laila Hardiansyah,2/2/2024,1/25/2020,Pria,22.63,S2,Menikah,2,IT,,1.62,STARTUP,Menengah,3-5 juta,Tidak,Siang,13.72,1.67,6.14,4,Ringan,1,5.12,3.66,> 02:00,1.09,1.65,45.66,7.24,,Tidak,Baik,5.58,7.19,,4.71,7.38,1.76,7.45,2.73,4.6,3.95,Pusing,Tidak Ada,Tidak Tahu Ada,4.7,cukup aman,Tidak Tahu,Cukup Baik,,0.43
kry_21677,"Mursinin Napitupulu, M.Pd",11/20/2023,10/26/2020,Laki-laki,29.79,S1,Lajang,4,IT,Junior Developer,3.48,Korporat,201-500,>30jt,Ya,Pagi,5.47,,5.9,5,Sedang,7,4.86,3.25,23:00-00:00,0.56,0.19,34.13,7.05,0,Tidak,Buruk,10,6.03,5.19,3.71,1.55,10,7.7,6.98,6.7,,Mata Perih,Tidak,Ya,,Aman,Ada dan Efektif,Cukup,tidak ada work life balance,0.49
KRY12703,Rachel Nasyidah,7/21/2025,28-Dec-20,tidak mau menyebutkan,18,SMA/SMK,Cerai,2,Engineering,Staff,49.94,Startup,51-200 orang,5-8 juta,Tidak,Fleksibel,9.03,2.91,5.12,3,Sedang,5,6.7,5.39,Tidak Tentu,0.75,13.62,22.07,5.22,1,Kadang,Buruk,9.52,4.48,,5.68,9.43,2.86,5.8,7.48,2.59,7.18,Pusing,Tidak Ada,Tidak,6.07,Sangat Aman,Kurang Tahu,OK,n/a,0.62
kry_29578,"Banara Suryatmi, S.Sos",17/03/2021,5/6/2023,Laki-laki,19.63,SMA/SMK,MENIKAH,9.66,Finance,Business Development,0.69,BUMN,> 1000 orang,5-8 juta,Tidak,Pagi,12.36,6.21,4.8,3,sedang,5,,2.99,22:00-23:00,0.78,3.7,308.95,6.33,3,Tidak,Tidak Teratur,7.3,,3.35,4.83,7.34,2.49,-1.7,7.97,9.25,2.52,Pusing,Tidak Ada,Belum Pernah,3.85,Cukup Aman,Tidak Ada,Tidak Baik,anxiety tinggi,0.98
29579,"Dr. Tami Kusmawati, M.Ak",10/6/2024,14/02/2024,Perempuan,30.43,S1,Belum Menikah,2,Operations,Senior Software Engineer,0.63,BUMN,< 10 orang,12-20 juta,T,Pagi,10.56,1.41,6.44,3,Sedang,1,5.96,35.32,21:00-22:00,1.08,2.09,52.84,9.52,2,Ya,Sehat,3.91,,8.55,6.35,8.08,5.72,6.1,4.19,4.75,8.94,Mual,Burnout Sebelumnya,Tidak Ada Akses,6.81,Aman,Tidak,N/A,tidak bisa tidur,1
KRY17599,Ir. Jessica Sudiati,,29-Sep-19,Laki-laki,27.86,SMA/SMK,belum menikah,0,Human Resources,Supervisor,0.13,startup,201-500 orang,<3jt,WFH & WFO,Fleksibel,6.57,2.53,6.18,5,Sedang,,4.58,1.61,00:00-01:00,4.43,0.74,61.52,9.89,4,Ya,Cukup,5.66,4.59,,8.19,1.29,4.5,7.69,6.08,tidak tahu,9.11,Tidak Ada,Pernah Depresi,Sudah Pernah,1.88,Aman,Tidak Ada,Baik,anxiety tinggi,4.69
E21874,Cawisono Agustina,3/18/2026,9/12/2025,laki-laki,25.84,Sarjana,Belum Menikah,,Marketing,Sales Executive,3.96,Swasta,51-200 orang,5-8 juta,Ya,malam,10.6,0.99,5.93,4,Sedang,,5.02,8.23,tidak tentu,1.42,0.42,,5.98,3,Tidak,Buruk,5.75,6.11,4.57,6.19,3.43,7.78,5.34,7.71,7.04,60.93,Insomnia,Tidak Ada,Tidak,4.71,Netral,Tidak Ada,Sangat Buruk,n/a,0.27
EMP12495,Widya Wulandari,0000-00-00,7/26/2019,Pria,24.09,S1,Single,3,IT,Junior Developer,,Startup,201-500 orang,5-8 juta,Tidak,siang,11.06,0.48,5.75,6,Sangat Ringan,2,5.4,5.25,01:00-02:00,0.71,3.6,6.82,6.71,,Tidak,Buruk,7.88,1,5.8,10,3.86,1.8,7.85,5.19,2.51,3.01,Insomnia,Burnout Sebelumnya,Tidak,1,Aman,N/A,Buruk,burnout parah,0.49
KRY17680,R.M. Darmanto Sitorus,17-Jun-24,20-Nov-22,Laki-laki,25.27,S3,Menikah,1,Support,Data Scientist,1.03,Swasta,10-50 orang,,YES,Fleksibel,13.39,0.93,4.71,6,Berat,2,3.46,1.74,22:00-23:00,1.22,0.76,,12.75,1,Ya,Sering Skip Makan,7.17,4.95,6.38,5.46,9.05,6.36,,5.81,6.03,105.31,Tidak Ada,Anxiety,Sudah Pernah,n/a,Aman,Tidak Tahu,Baik,mood swing,0.68
KRY27803,,15-Mar-24,18-May-25,L,38.48,S2,Menikah,2,Operations,Backend Developer,2.4,Startup,51-200,20-30 juta,Tidak,Pagi,8.13,,5.12,2,Berat,3,5.04,,23:00-00:00,1,0.49,51.32,7.02,2,Tidak,Sedang,6.5,8.02,tidak tahu,10,10,4.42,4.24,7.96,8.7,4.33,Tidak Ada,,Tidak,6.26,Cukup Aman,Ada,baik,tim tidak supportif,1
